First Name,ga_first_name,ga_gender,ga_accuracy,ga_samples
Men,Men,male,87,23
Nhek,Nhek,male,75,4
Sar,Sar,male,63,8
Prak,Prak,male,89,28
Yim,Yim,male,92,26
BIN CHHIN,Bin Chhin,male,70,20
Veng,Veng,male,85,13
Pan,Pan,male,86,7
Him,Him,male,77,22
Phoeung,Phoeung,male,75,4
Aun,Aun,unknown,50,6
Hang,,,,
Say,Say,male,91,23
Prak,Prak,male,89,28
Mam,Mam,male,75,8
Cham,Cham,male,100,3
Khieu,Khieu,male,100,3
Sar,Sar,male,63,8
Ang,Ang,male,73,15
Ith,Ith,male,75,8
Chea,Chea,male,79,160
Suy,Suy,male,83,18
Chhay,Chhay,male,80,44
Tram,Tram,male,100,2
Sun,Sun,male,75,61
Men,Men,male,87,23
Ouk,Ouk,male,66,35
Vorng,Vorng,male,67,3
Thong,Thong,male,92,12
Lim,Lim,male,80,105
Chea,Chea,male,79,160
Chum,Chum,male,79,19
Sovann,Sovann,male,88,56
Bater,Bater,male,100,3
Cheong,Cheong,male,65,17
Margrethe,Margrethe,female,100,31
Mswati,Mswati,male,100,9
Mahfud,Mahfud,male,99,155
Pratikno,Pratikno,male,100,9
St,St,female,63,75
Naruhito,Naruhito,male,100,8
Kajiyama,Kajiyama,male,75,4
Abdallah,Abdallah,male,99,335
Letsie,Letsie,male,100,4
Henri,Henri,male,100,44
Mohammed,Mohammed,male,98,7673
Min  of State for Health   Population,Min,male,100,25
Min  of State for Home Affairs,Min,male,100,25
Willem-alexander,Willem-Alexander,male,99,4257
Harald,Harald,male,99,321
S.,S.,male,86,7
K.,K.,male,83,6
K.,K.,male,83,6
Felipe,Felipe,male,98,4897
S.,S.,male,96,23
Carl,Carl,male,99,1145
Wachiralongkon,,,,
Tupou,Tupou,female,100,3
Elizabeth,Elizabeth,female,98,3122
J.,J.,male,82,2236
Leonore,Leonore,female,75,4
Karoline,Karoline,female,96,73
Christine,Christine,female,98,770
Rudolf,Rudolf,male,100,446
Susanne,Susanne,female,98,633
Philippe,Philippe,male,99,5802
Win,Win,male,82,2318
Aung,Aung,male,93,2546
Myint,Myint,male,80,343
Henry,Henry,male,99,32139
Han,Han,male,72,4580
Myo,Myo,male,87,1074
Win,Win,male,82,2318
Naing,Naing,male,90,440
Aung,Aung,male,93,2546
Myint,Myint,male,80,343
Ohn,Ohn,male,60,62
Khin,Khin,female,72,713
Pe,Pe,male,60,895
Kyaw,Kyaw,male,96,2103
Thaung,Thaung,male,96,46
Thein,Thein,male,92,294
Ohn,Ohn,male,60,62
Kyaw,Kyaw,male,96,2103
Min,Min,male,65,4933
Soe,Soe,male,82,968
Aung,Aung,male,93,2546
Win,Win,male,82,2318
Thant,Thant,male,87,199
Aung,Aung,male,93,2546
Kyaw,Kyaw,male,96,2103
Aung,Aung,male,93,2546
Hau,Hau,male,72,720
Hun,Hun,male,85,40
BIN CHHIN,Bin Chhin,male,70,20
Aung,Aung,male,100,2
Chea,Chea,male,79,160
Hor,Hor,male,87,15
Ke,Ke,male,83,12
Kong,Kong,male,74,105
Men,Men,male,87,23
Nhek,Nhek,male,75,4
Sar,Sar,male,63,8
Prak,Prak,male,89,28
Yim,Yim,male,92,26
BIN CHHIN,Bin Chhin,male,70,20
Veng,Veng,male,85,13
Prum,Prum,female,56,9
Pan,Pan,male,86,7
Chhit,Chhit,male,100,2
Phoeung,Phoeung,male,75,4
Aun,Aun,unknown,50,6
Hang,,,,
Say,Say,male,91,23
Prak,Prak,male,89,28
Mam,Mam,male,75,8
Cham,Cham,male,100,3
Khieu,Khieu,male,100,3
Sar,Sar,male,63,8
Keut,Keut,unknown,50,2
Ith,Ith,male,75,8
Chea,Chea,male,79,160
Suy,Suy,male,83,18
Chhay,Chhay,male,80,44
Chea,Chea,male,79,160
Sun,Sun,male,75,61
Men,Men,male,87,23
Ouk,Ouk,male,66,35
Vorng,Vorng,male,67,3
Thong,Thong,male,92,12
Lim,Lim,male,80,105
Chea,Chea,male,79,160
Chum,Chum,male,79,19
Sovann,Sovann,male,88,56
Bater,Bater,male,100,3
Cheong,Cheong,male,65,17
Vaine Makiroa,Vaine,female,82,17
Agustin  Solano,Agustin,male,100,9
Elian  Valverde,Elian,male,71,7
Daniel  Peraza,Daniel,male,99,533
Juan Luis  Madriz,Juan Luis,male,100,778
Fiorella  Rojas,Fiorella,female,96,48
Marcelo  Jimenez,Marcelo Jimenez,male,97,31
Paola  Castillo,Paola,female,97,113
Fernando  Castro,Fernando,male,99,179
Margrethe,Margrethe,female,100,31
Mswati,Mswati,male,100,9
Matti,Matti,male,99,1135
Oliverio  Rodas,Oliverio  Rodas,male,86,147
Sergio Francisco  Rivera,Sergio Francisco,male,100,488
Luis Antonio,Luis Antonio,male,100,16
Aslaug Arna,Aslaug Arna,female,95,21
Mahfud,Mahfud,male,99,155
Pratikno,Pratikno,male,100,9
St,St,female,63,75
Micheal,Micheal,male,99,109
Barry,Barry,male,99,576
Roderic,Roderic,male,75,4
Eamon,Eamon,male,99,131
Norma,Norma,female,97,33
Darragh,Darragh,male,100,200
Helen,Helen,female,99,338
Alon,Alon,male,100,432
Yoaz,Yoaz,female,100,2
Orly,Orly,female,96,117
Chili,Chili,male,75,4
Gabi,Gabi,male,89,108
Yuli,Yuli,female,54,26
Zeev,Zeev,male,100,132
Pnina,Pnina,female,98,50
Avraham,Avraham,male,98,43
Itzik,Itzik,male,100,164
Tzipi,Tzipi,female,100,12
Yizhar,Yizhar,male,100,2
Meirav,Meirav,female,97,32
Naruhito,Naruhito,male,100,8
Kajiyama,Kajiyama,male,75,4
Abdallah,Abdallah,male,99,335
Driton,Driton,male,96,1002
Rame,Rame,male,94,763
Meliza,Meliza,female,97,324
Armend,Armend,male,97,930
Arban,Arban,male,93,44
Selim,Selim,male,96,18492
Enis,Enis,male,95,3127
Vesel,Vesel,male,93,84
Almazbek,Almazbek,male,100,6
Taalaybek,Taalaybek,male,100,5
Altynbek,Altynbek,male,100,19
Letsie,Letsie,male,100,4
Henri,Henri,male,100,44
Mohammed,Mohammed,male,98,7673
Willem-alexander,Willem-Alexander,male,99,4257
Harald,Harald,male,99,321
Guri,Guri,female,97,32
Odd Emil,Odd Emil,male,97,382
S.,S.,male,86,7
K.,K.,male,83,6
K.,K.,male,83,6
Beatrice Khamisa,Beatrice,female,100,5
Nhial Deng,Nhial Deng,male,96,28
Felipe,Felipe,male,98,4897
S.,S.,male,96,23
Yassin  Yassin,Yassin,male,94,68
Badreddine   Ibrahim,Ibrahim,male,98,443
Omar Mohammad Ahmad,Omar Mohammad Ahmad,male,97,399
Carl,Carl,male,99,1145
Anna Karin,Anna Karin,female,100,8
Wachiralongkon,,,,
Tupou,Tupou,female,100,3
Gulmyrat,,,,
Elizabeth,Elizabeth,female,98,3122
Beatriz,Beatriz,female,99,136
Carlos Maria,Carlos Maria,male,100,2
Javier  Duchini,Javier,male,100,281
Azucena,Azucena,female,100,9
Irene,Irene,female,100,28
German,German,male,100,3182
Enelda  Lugo,Enelda  Lugo,male,78,54
Oswaldo,Oswaldo,male,100,396
Freddy  Maestro,Freddy,male,100,654
Carlos  Telleria,Carlos,male,99,4341
Raul Alfonzo,Raul Alfonzo,male,98,463
Gabriela  Ramirez,Gabriela Ramirez,female,99,764
Asia,Asia,female,98,22815
J.,J.,male,82,2236
Emin,Emin,male,99,902
Travis,Travis,male,99,11196
Muhammad bin Ibrahim al,Muhammad Bin Ibrahim Al,male,92,338
Abdullah al,Abdullah Al,male,87,239
Wael bin Nasir al,Wael Bin Nasir Al,male,88,228
Abd al-Latif bin Rashid al,Abd Bin Rashid Al,male,91,287
Tawfiq al-Muayid,Tawfiq,male,100,5
Philippe,Philippe,male,99,5802
Selmo,Selmo,male,100,2
Djordje,Djordje,male,98,95
Lachezar,Lachezar,male,100,67
Kostadin,Kostadin,male,99,111
Hristo,Hristo,male,100,508
Win,Win,male,82,2318
Aung,Aung,male,93,2546
Myint,Myint,male,80,343
Henry,Henry,male,99,32139
Han,Han,male,72,4580
Myo,Myo,male,87,1074
Win,Win,male,82,2318
Naing,Naing,male,90,440
Aung,Aung,male,93,2546
Myint,Myint,male,80,343
Ohn,Ohn,male,60,62
Khin,Khin,female,72,713
Pe,Pe,male,60,895
Kyaw,Kyaw,male,96,2103
Thaung,Thaung,male,96,46
Thein,Thein,male,92,294
Ohn,Ohn,male,60,62
Kyaw,Kyaw,male,96,2103
Min,Min,male,65,4933
Soe,Soe,male,82,968
Aung,Aung,male,93,2546
Win,Win,male,82,2318
Thant,Thant,male,87,199
Aung,Aung,male,93,2546
Kyaw,Kyaw,male,96,2103
Aung,Aung,male,93,2546
Hau,Hau,male,72,720
Hun,Hun,male,85,40
BIN CHHIN,Bin Chhin,male,70,20
Aung,Aung,male,100,2
Chea,Chea,male,79,160
Hor,Hor,male,87,15
Ke,Ke,male,83,12
Kong,Kong,male,74,105
Men,Men,male,87,23
Nhek,Nhek,male,75,4
Sar,Sar,male,63,8
Prak,Prak,male,89,28
Yim,Yim,male,92,26
BIN CHHIN,Bin Chhin,male,70,20
Veng,Veng,male,85,13
Prum,Prum,female,56,9
Pan,Pan,male,86,7
Chhit,Chhit,male,100,2
Phoeung,Phoeung,male,75,4
Aun,Aun,unknown,50,6
Hang,,,,
Say,Say,male,91,23
Prak,Prak,male,89,28
Mam,Mam,male,75,8
Cham,Cham,male,100,3
Khieu,Khieu,male,100,3
Sar,Sar,male,63,8
Keut,Keut,unknown,50,2
Ith,Ith,male,75,8
Chea,Chea,male,79,160
Suy,Suy,male,83,18
Chhay,Chhay,male,80,44
Chea,Chea,male,79,160
Sun,Sun,male,75,61
Men,Men,male,87,23
Ouk,Ouk,male,66,35
Vorng,Vorng,male,67,3
Thong,Thong,male,92,12
Lim,Lim,male,80,105
Chea,Chea,male,79,160
Chum,Chum,male,79,19
Sovann,Sovann,male,88,56
Bater,Bater,male,100,3
Cheong,Cheong,male,65,17
Diego  Puyo,Diego,male,100,3354
Fransciso  Delgado,Delgado,male,100,3
Charalambos,Charalambos,male,98,105
Natasa,Natasa,female,97,95
Emily,Emily,female,100,59
Margrethe,Margrethe,female,100,31
Maria Alejandra,Maria Alejandra,female,100,12
Paulo  Andrade,Paulo Andrade,male,100,70
Luis  Chirboga,Luis,male,99,1919
Andres,Andres,male,99,1219
Juan Carlos  Lopez,Juan Carlos Lopez,male,100,3292
Mswati,Mswati,male,100,9
Mathias Otounga,Mathias,male,100,13
Alain-Claude,Alain-Claude,male,100,3
Pacome Moubelet,Pacome,male,100,6
Guy Patrick Obiang,Guy Patrick Obiang,male,98,390
Patrick Daouda,Patrick Daouda,male,99,238
Erlyne Antonella,Erlyne Antonella,female,98,19685
Vincent De Paul,Vincent de Paul,male,100,3
Carmen,Carmen,female,100,14
Denise Mekam'ne,Denise,female,92,13
Prisca,Prisca,female,97,93
Pascal Houangni,Pascal,male,100,47
Hughes Mbadinga,Hughes Mbadinga,male,92,12
Leon Bonda,Leon,male,100,16
Archil,Archil,male,100,69
Natia,Natia,female,97,343
Ekaterine,Ekaterine,female,93,74
Jonas,Jonas,male,100,19
Jean Walnard,Jean,male,88,102
Michel Patrick,Michel Patrick,male,97,92
Jessy,Jessy,female,59,12716
Rockefeller,Rockefeller,male,100,26
Nader,Nader,male,98,6795
Mahfud,Mahfud,male,99,155
Pratikno,Pratikno,male,100,9
St,St,female,63,75
Naruhito,Naruhito,male,100,8
Kajiyama,Kajiyama,male,75,4
Abdallah,Abdallah,male,99,335
Bagdat,Bagdat,male,78,27
Mutahi,Mutahi,male,75,8
Lazarus Ombai,Lazarus,male,100,45
Tekeeua,,,,
Taabeta,,,,
Booti,Booti,male,67,3
Ruateki,,,,
Ribanataake,,,,
Tinte,Tinte,male,57,7
Boutu,,,,
Tarakabu,,,,
al-Ahmad al-Sabah,Al-Ahmad,male,97,2697
Fahad al,Fahad Al,male,97,59
Saoud al,Saoud Al,male,90,263
Barrak al,Barrak Al,male,89,258
al-Muhammad al-Sabah,Al-Muhammad,male,93,419
al-Malik al-Sabah,Al-Malik,male,90,292
Khalid al,Khalid Al,male,93,27
Rana al,Rana Al,male,71,331
Maryam al,Maryam Al,male,58,355
al-Sabah,Al-Sabah,male,84,274
Khalifa al-Jassim,Khalifa,male,98,59
Mubarak al,Mubarak Al,male,100,4
Letsie,Letsie,male,100,4
Henri,Henri,male,100,44
Lazarus McCarthy,Lazarus,male,100,4
Lobin,Lobin,male,94,17
Newton,Newton,male,100,6
Eisenhower Nduwa,Eisenhower,male,96,25
Nancy,Nancy,female,100,16
Khumbize Kandodo,Khumbize,female,100,2
Richard Chimwendo,Richard,male,99,96
Roy Akajuwe,Roy,male,100,17
Gospel,Gospel,male,100,3
Titus,Titus,male,100,14
Kenny,Kenny,male,75,4
Kezzie Kasambala,Kezzie,female,82,17
Lingson Kambewa,Lingson,male,100,2
Rashid Abdul,Rashid Abdul,male,94,16
Michael Bizwick,Michael,male,97,64
Sosten Alfred,Sosten Alfred,male,100,53
Mohammed Sidik,Mohammed,male,100,3
Ulemu,Ulemu,male,62,13
Chikosa,Chikosa,male,75,4
Jorge  Diaz,Jorge Diaz,male,100,6614
Mohammed,Mohammed,male,98,7673
Willem-alexander,Willem-Alexander,male,99,4257
Dalton,Dalton,male,100,19405
Crossley,Crossley,male,88,8
Sauni,Sauni,female,80,5
Harald,Harald,male,99,321
Hamad bin Said al,Hamad Bin Said Al,male,94,1312
Suad bint Muhammad al,Suad Bint Muhammad Al,male,85,542
Abdulmunim bin Mansur al,Bin Mansur Al,male,89,399
bint Sulayman al-Ismaili,Bint,female,100,27
Salim bin Muhammad al,Salim Bin Muhammad Al,male,95,1370
bin Fahar Al Said,Bin Fahar Al Said,male,94,1162
bin Majid bin Taymur,Bin Majid Bin,male,98,304
Luis Francisco,Luis Francisco,male,99,572
Rogelio,Rogelio,male,100,36
Maria Ines  Lopez,Maria Ines,female,96,167
Pedro Alvaro  Bellido,Pedro Alvaro,male,99,1130
Alejandro Arturo  Sanchez,Alejandro Arturo Sanchez,male,100,1113
Patricia Elizabeth  Pasquel,Patricia Elizabeth,female,99,1412
Rafael Jorge  Llosa,Rafael Jorge,male,99,2591
Kirla  Alfaro,Alfaro,male,100,2
Mario Juvenal  Chavarri,Mario Juvenal,male,99,593
Pilar Elena  Soler,Pilar Elena Soler,female,98,450
Jorge Eduardo  Perez,Jorge Eduardo,male,99,3193
Ana Cristina  Zegarra,Ana Cristina Zegarra,female,97,787
Martin Adolfo  Garzon,Martin Adolfo,male,100,727
Jose Antonio  Rodriguez,Jose Antonio Rodriguez,male,100,2767
Carlos Cesar Arturo  Mory,Carlos Cesar Arturo,male,100,5021
Yusuf Muhammad Al Uthman,Yusuf Muhammad Al,male,96,268
Ali bin Ahmad Al,Ali Bin Ahmad Al,male,97,2316
Isa Saad al Jafali al,Isa Saad Al Al,male,94,302
Abdullah bin Abdulaziz bin Turki Al,Abdullah Bin Abdulaziz Bin Turki Al,male,97,442
Alexis,Alexis,male,77,31202
Jonel,Jonel,male,88,208
Akilah,Akilah,female,88,141
S.,S.,male,86,7
K.,K.,male,83,6
K.,K.,male,83,6
Masagos,,,,
See Leng,See Leng,unknown,50,42
Maliki,Maliki,male,75,4
Alor Kuol,Kuol,male,100,2
Gabriel  Chang,Gabriel,male,100,13
Felipe,Felipe,male,98,4897
S.,S.,male,96,23
Chandrikapersad  Chan,Chan,female,100,2
Ronnie Brunswijk,Ronnie,male,91,6985
Albert Ramdin,Albert,male,100,3
Amar,Amar,male,75,4
Carl,Carl,male,99,1145
Pascale,Pascale,female,98,184
Wachiralongkon,,,,
Tupou,Tupou,female,100,3
Mahrijemal,Mahrijemal,female,75,4
Orazgeldi,Orazgeldi,male,75,4
Muhammetgeldi,,,,
Bilhayf al-Nuaymi,,,,
Abdullah bin Tuq al,Abdullah Bin Al,male,98,1125
Ahmad Juma al,Ahmad Juma Al,male,98,2100
Sultan bin Ahmad al,Sultan Bin Ahmad Al,male,98,2721
Ahmad Belhoul al,Ahmad Al,male,98,2040
Maryam bint Muhammad,Maryam Bint Muhammad,male,87,1271
bin Ahmad al-Ziyudi,Bin Ahmad,male,98,1794
Ahmad Ali al,Ahmad Ali Al,male,98,5509
Zayid,Zayid,male,100,2
Elizabeth,Elizabeth,female,98,3122
Salim Ahmad Sa'id al,Salim Ahmad Al,male,95,321
Uthman Husayn Fayid,Uthman Husayn Fayid,male,98,330
Salim Salih,Salim Salih,male,97,76
Muhammad Muhsin,Muhammad,male,100,20
Aws al,Aws Al,male,98,53
Najib Al,Najib Al,male,97,61
Ibtihaj al,Al,male,98,50
Abd al-Razzaq al,Abd Al,male,95,81
Tawfiq al,Tawfiq Al,male,99,68
Romanos,Romanos,male,98,62
J.,J.,male,82,2236
Philippe,Philippe,male,99,5802
Win,Win,male,82,2318
Aung,Aung,male,93,2546
Myint,Myint,male,80,343
Henry,Henry,male,99,32139
Han,Han,male,72,4580
Myo,Myo,male,87,1074
Win,Win,male,82,2318
Naing,Naing,male,90,440
Aung,Aung,male,93,2546
Myint,Myint,male,80,343
Ohn,Ohn,male,60,62
Khin,Khin,female,72,713
Pe,Pe,male,60,895
Kyaw,Kyaw,male,96,2103
Thaung,Thaung,male,96,46
Thein,Thein,male,92,294
Ohn,Ohn,male,60,62
Kyaw,Kyaw,male,96,2103
Min,Min,male,65,4933
Soe,Soe,male,82,968
Aung,Aung,male,93,2546
Win,Win,male,82,2318
Thant,Thant,male,87,199
Aung,Aung,male,93,2546
Kyaw,Kyaw,male,96,2103
Aung,Aung,male,93,2546
Hau,Hau,male,72,720
Hun,Hun,male,85,40
BIN CHHIN,Bin Chhin,male,70,20
Aung,Aung,male,100,2
Chea,Chea,male,79,160
Hor,Hor,male,87,15
Ke,Ke,male,83,12
Kong,Kong,male,74,105
Men,Men,male,87,23
Nhek,Nhek,male,75,4
Sar,Sar,male,63,8
Prak,Prak,male,89,28
Yim,Yim,male,92,26
BIN CHHIN,Bin Chhin,male,70,20
Veng,Veng,male,85,13
Prum,Prum,female,56,9
Pan,Pan,male,86,7
Chhit,Chhit,male,100,2
Phoeung,Phoeung,male,75,4
Aun,Aun,unknown,50,6
Hang,,,,
Say,Say,male,91,23
Prak,Prak,male,89,28
Mam,Mam,male,75,8
Cham,Cham,male,100,3
Khieu,Khieu,male,100,3
Sar,Sar,male,63,8
Keut,Keut,unknown,50,2
Ith,Ith,male,75,8
Chea,Chea,male,79,160
Suy,Suy,male,83,18
Chhay,Chhay,male,80,44
Chea,Chea,male,79,160
Sun,Sun,male,75,61
Men,Men,male,87,23
Ouk,Ouk,male,66,35
Vorng,Vorng,male,67,3
Thong,Thong,male,92,12
Lim,Lim,male,80,105
Chea,Chea,male,79,160
Chum,Chum,male,79,19
Sovann,Sovann,male,88,56
Bater,Bater,male,100,3
Cheong,Cheong,male,65,17
Javier Augusto  Olade,Javier Augusto,male,99,2364
Ines Maria  Waugh,Ines Maria,female,97,100
Livan Nicolas  Cruz,Livan Nicolas,male,100,23
Manuel Santiago  Martinez,Manuel Santiago,male,100,85
Marta Elena  Cabrera,Marta Elena,female,98,40
Marta Sabina  Gonzalez,Marta,female,95,20
Margrethe,Margrethe,female,100,31
Raquel  Rodriguez,Raquel Rodriguez,female,96,103
Limber,Limber,male,96,84
Carlos Luciano  Morfa,Carlos Luciano,male,99,871
Miguel  Hatton,Miguel,male,100,483
Antonio  Reynoso,Antonio,male,99,192
Orlando Jorge,Orlando Jorge,male,99,399
Jochy,Jochy,male,100,13
Franklin  Fermin,Franklin Fermin,male,99,226
Victor Ito,Victor,male,100,423
Jesus  Chu   Martinez,Jesus Martinez,male,99,183
Luis Miguel,Luis Miguel,male,99,78
Lisandro,Lisandro,male,100,20
Dario  Lugo,Dario,male,100,43
Plutarco,Plutarco,male,75,4
Deligne  Burgos,Deligne  Burgos,male,72,43
Mayra,Mayra,female,98,55
Kimberly,Kimberly,female,100,22
Miriam  Brito,Miriam,female,100,33
Sonia,Sonia,female,95,63
Mswati,Mswati,male,100,9
Annika,Annika,female,95,216
Roselyne,Roselyne,female,98,1444
Amelie de,Amelie De,female,100,9
Emmanuelle,Emmanuelle,female,97,7183
Nadia,Nadia,female,98,10647
Gariel,Gariel,male,100,2
Mahfud,Mahfud,male,99,155
Pratikno,Pratikno,male,100,9
St,St,female,63,75
Naruhito,Naruhito,male,100,8
Kajiyama,Kajiyama,male,75,4
Abdallah,Abdallah,male,99,335
Letsie,Letsie,male,100,4
Henri,Henri,male,100,44
Mohammed,Mohammed,male,98,7673
Willem-alexander,Willem-Alexander,male,99,4257
Harald,Harald,male,99,321
Amin-ul Haq,Haq,male,97,77
Syed Fakhar Imam,Syed Fakhar Imam,male,98,4099
Babar,Babar,male,99,974
Asad,Asad,male,99,3572
Reza Baqir,Reza Baqir,male,100,64
Munir,Munir,male,98,333
Jorge Luis  Cresta,Jorge Luis,male,99,5213
Luis Miguel  Zevallos,Luis Miguel,male,100,4510
Javier Eduardo  Gallegos,Javier Eduardo,male,100,2082
Antonia Rosario  Morales,Antonia Rosario,female,99,346
Savalenoa Mareva Betham,Mareva,female,96,134
S.,S.,male,86,7
K.,K.,male,83,6
K.,K.,male,83,6
Felipe,Felipe,male,98,4897
Mahindananda,,,,
G.,G.,male,75,4
Udaya,Udaya,male,100,119
Pavithradevi,,,,
Mohammed Ali,Mohammed Ali,male,100,455
S.,S.,male,96,23
Keheliya,Keheliya,male,75,4
Rohitha,Rohitha,male,98,42
Dullas,Dullas,male,100,3
Namal,Namal,male,99,137
Gamini,Gamini,male,99,120
Vasudeva,Vasudeva,male,93,91
C.,C.,male,100,2
W.,W.,male,80,260
Carl,Carl,male,99,1145
Wachiralongkon,,,,
Phanmichao,,,,
Nakhasai,,,,
Daochai,,,,
Laothammathat,,,,
Chomklin,,,,
Santipraphob,,,,
Tupou,Tupou,female,100,3
Elizabeth,Elizabeth,female,98,3122
J.,J.,male,82,2236
Philippe,Philippe,male,99,5802
Win,Win,male,82,2318
Aung,Aung,male,93,2546
Myint,Myint,male,80,343
Henry,Henry,male,99,32139
Han,Han,male,72,4580
Myo,Myo,male,87,1074
Win,Win,male,82,2318
Naing,Naing,male,90,440
Aung,Aung,male,93,2546
Myint,Myint,male,80,343
Ohn,Ohn,male,60,62
Khin,Khin,female,72,713
Pe,Pe,male,60,895
Kyaw,Kyaw,male,96,2103
Thaung,Thaung,male,96,46
Thein,Thein,male,92,294
Ohn,Ohn,male,60,62
Kyaw,Kyaw,male,96,2103
Min,Min,male,65,4933
Soe,Soe,male,82,968
Aung,Aung,male,93,2546
Win,Win,male,82,2318
Thant,Thant,male,87,199
Aung,Aung,male,93,2546
Kyaw,Kyaw,male,96,2103
Aung,Aung,male,93,2546
Hau,Hau,male,72,720
Hun,Hun,male,85,40
BIN CHHIN,Bin Chhin,male,70,20
Aung,Aung,male,100,2
Chea,Chea,male,79,160
Hor,Hor,male,87,15
Ke,Ke,male,83,12
Kong,Kong,male,74,105
Men,Men,male,87,23
Nhek,Nhek,male,75,4
Sar,Sar,male,63,8
Prak,Prak,male,89,28
Yim,Yim,male,92,26
BIN CHHIN,Bin Chhin,male,70,20
Veng,Veng,male,85,13
Prum,Prum,female,56,9
Pan,Pan,male,86,7
Chhit,Chhit,male,100,2
Phoeung,Phoeung,male,75,4
Aun,Aun,unknown,50,6
Hang,,,,
Say,Say,male,91,23
Prak,Prak,male,89,28
Mam,Mam,male,75,8
Cham,Cham,male,100,3
Khieu,Khieu,male,100,3
Sar,Sar,male,63,8
Keut,Keut,unknown,50,2
Ith,Ith,male,75,8
Chea,Chea,male,79,160
Suy,Suy,male,83,18
Chhay,Chhay,male,80,44
Chea,Chea,male,79,160
Sun,Sun,male,75,61
Men,Men,male,87,23
Ouk,Ouk,male,66,35
Vorng,Vorng,male,67,3
Thong,Thong,male,92,12
Lim,Lim,male,80,105
Chea,Chea,male,79,160
Chum,Chum,male,79,19
Sovann,Sovann,male,88,56
Bater,Bater,male,100,3
Cheong,Cheong,male,65,17
Tomo,Tomo,male,100,93
Vili,Vili,male,100,9
Margrethe,Margrethe,female,100,31
Muhammad Ahmad,Muhammad Ahmad,male,99,3997
Mu'taz,Mutaz,male,100,13
Mswati,Mswati,male,100,9
Mohamed Irfaan,Mohamed,male,100,4
Vacant,Vacant,male,86,7
Bharrat,Bharrat,male,75,4
Zulfikar,Zulfikar,male,98,595
Priya,Priya,female,100,8
Hugh,Hugh,male,75,4
Gail,Gail,female,75,4
Robeson,Robeson,male,100,13
Vindhya,Vindhya,female,91,131
Bishop Juan,Bishop Juan,male,98,106066
Oneidge Walrond,,,,
Mahfud,Mahfud,male,99,155
Pratikno,Pratikno,male,100,9
St,St,female,63,75
Mustafa al,Mustafa Al,male,100,4
Muhammad Karim al,Muhammad Karim Al,male,96,337
Arkan Shihab Ahmad,Arkan Shihab Ahmad,male,98,1072
Nazinin Muhammad Wassaw Shaykh,Muhammad,male,99,160
Jumah Inad Sadun al,Al,male,91,117
Ali Hamid,Ali Hamid,male,97,6067
Majid Mahdi,Majid Mahdi,male,98,267
Ali Abd al-Amir,Ali Abd,male,97,6138
Hasan Muhammad Abbas,Hasan Muhammad Abbas,male,99,948
Nabil Kadhim Abd al,Nabil Kadhim Abd Al,male,95,343
Manhal Aziz,Manhal Aziz,male,100,104
Uthman al,Al,male,91,117
Salar Abd al-Sattar,Salar Abd,male,97,242
Adil Hashush Jabir,Adil Jabir,male,96,128
Ihsan Abd al,Ihsan Abd Al,male,95,304
Khalid Battal Najim,Khalid Najim,male,99,267
Alla al,Alla Al,male,89,133
Nasir Husayn Bandar,Nasir,male,92,24
Mahdi Rashid,Mahdi Rashid,male,99,174
Adnan Dirjal Matar,Adnan,male,99,234
Pearnel,Pearnel,male,75,4
Dr  Horace,Horace,male,100,19
Floyd,Floyd,male,100,10
Fayval,,,,
Dr  Nigel,Nigel,male,100,17
Daryl,Daryl,male,100,5
Matthew,Matthew,male,100,55
Everald,Everald,male,100,3
Aubyn,Aubyn,male,100,2
Dr  Richard,Richard,male,100,133
Naruhito,Naruhito,male,100,8
Katsunobu,Katsunobu,male,100,2
Kotaro,Kotaro,male,100,184
Nobuo,Nobuo,male,100,72
Norihisa,Norihisa,male,100,27
Yoko,Yoko,female,96,431
Tetsushi,Tetsushi,male,100,27
Katsuei,Katsuei,male,75,4
Shinji,Shinji,male,99,394
Hachiro,Hachiro,male,100,3
Takuya,Takuya,male,100,1004
Kajiyama,Kajiyama,male,75,4
Abdallah,Abdallah,male,99,335
Letsie,Letsie,male,100,4
Henri,Henri,male,100,44
Silvio,Silvio,male,96,55
Owen,Owen,male,100,39
Clint,Clint,male,98,82
Byron,Byron,male,67,3
Edward  Lewis,Edward Lewis,male,96,82
Roderick,Roderick,male,100,82
Julia  Portelli,Julia,female,100,20
Vanessa,Vanessa,female,100,50
Mohammed,Mohammed,male,98,7673
Willem-alexander,Willem-Alexander,male,99,4257
Harald,Harald,male,99,321
al-Fadhl bin Muhammad bin Ahmad al-Harthi,Bin Muhammad Bin Ahmad Al-Harthi,male,96,500
Cesar  Vargas,Cesar Vargas,male,99,1293
S.,S.,male,86,7
K.,K.,male,83,6
K.,K.,male,83,6
Athian Ding,Athian Ding,male,70,668
Felipe,Felipe,male,98,4897
G.,G.,male,75,4
S.,S.,male,96,23
C.,C.,male,100,2
W.,W.,male,80,260
Carl,Carl,male,99,1145
Hussain,Hussain,male,100,12
Salam Muhammad al,Salam Muhammad Al,male,92,263
Muhammad Hassan,Muhammad Hassan,male,98,481
Iyad Muhammad al,Iyad Muhammad Al,male,98,267
Lubana,Lubana,female,75,4
Muhammad Samir Abdalrahman al,Muhammad Samir Abdalrahman Al,male,99,308
Daram,Daram,female,75,4
Ghassan al,Ghassan Al,male,98,126
